MAL_ID,Name,Score,Genres,English name,Type,Episodes,Aired,Status,Premiered,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity
110,Chuuka Ichiban!,7.63,"Action, Comedy, Drama, Shounen",Unknown,TV,52,"Apr 27, 1997 to Sep 13, 1998",Completed,Spring 1997,Unknown,Unknown,Nippon Animation,Manga,PG-13 - Teens 13 or older,1195,4086
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",Corrector Yui,TV,52,"Apr 9, 1999 to Oct 20, 2000",Completed,Spring 1999,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,PG - Children,4318,4519
112,Chou Henshin Cosprayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",The Cosmopolitan Prayers,TV,8,"Jan 12, 2004 to Mar 1, 2004",Completed,Winter 2004,m.o.e.,Unknown,"Imagin, Studio Live",Original,PG-13 - Teens 13 or older,10648,5542
113,Uchuu no Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",Stellvia,TV,26,"Apr 3, 2003 to Sep 25, 2003",Completed,Spring 2003,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,PG-13 - Teens 13 or older,1980,3577
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",Cromartie High School,TV,26,"Oct 3, 2003 to Mar 26, 2004",Completed,Fall 2003,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,PG-13 - Teens 13 or older,631,1279
115,El Hazard: The Alternative World,6.83,"Adventure, Comedy, Fantasy",Unknown,TV,13,"Jan 8, 1998 to Mar 26, 1998",Completed,Winter 1998,Pioneer LDC,Geneon Entertainment USA,AIC,Original,PG-13 - Teens 13 or older,4315,4961
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",El-Hazard:The Wanderers,TV,26,"Oct 6, 1995 to Mar 29, 1996",Completed,Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,PG-13 - Teens 13 or older,3735,4198
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",Unknown,OVA,7,"May 26, 1995 to Jan 25, 1996",Completed,Unknown,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,PG-13 - Teens 13 or older,2240,4129
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",Unknown,OVA,4,"Mar 21, 1997 to Oct 25, 1997",Completed,Unknown,Pioneer LDC,Geneon Entertainment USA,AIC,Original,PG-13 - Teens 13 or older,4239,5421
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",Unknown,TV,13,"Oct 3, 2004 to Dec 26, 2004",Completed,Fall 2004,Trinet Entertainment,Unknown,Zexcs,Visual novel,PG-13 - Teens 13 or older,5567,2887
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Fruits Basket,TV,26,"Jul 5, 2001 to Dec 27, 2001",Completed,Summer 2001,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,PG-13 - Teens 13 or older,1058,314
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Fullmetal Alchemist,TV,51,"Oct 4, 2003 to Oct 2, 2004",Completed,Fall 2003,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,PG-13 - Teens 13 or older,337,52
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",Searching for the Full Moon,TV,52,"Apr 6, 2002 to Mar 29, 2003",Completed,Spring 2002,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,PG-13 - Teens 13 or older,585,1519
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",Mysterious Play,TV,52,"Apr 6, 1995 to Mar 28, 1996",Completed,Spring 1995,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,PG-13 - Teens 13 or older,1172,1434
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",Mysterious Play:Eikoden,OVA,4,"Dec 21, 2001 to Jun 25, 2002",Completed,Unknown,Unknown,"Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,PG-13 - Teens 13 or older,4189,4101
125,Futakoi,6.49,"Comedy, Romance, School",Twin Love,TV,13,"Oct 6, 2004 to Dec 29, 2004",Completed,Fall 2004,Lantis,Unknown,Telecom Animation Film,Original,PG-13 - Teens 13 or older,5946,2900
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",Unknown,TV,13,"Apr 7, 2005 to Jun 30, 2005",Completed,Spring 2005,Lantis,Unknown,"ufotable, feel., Studio Flag",Original,PG-13 - Teens 13 or older,3968,3071
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",Unknown,TV,24,"Apr 3, 2000 to Sep 18, 2000",Completed,Spring 2000,Media Factory,Geneon Entertainment USA,Gonzo,Game,PG-13 - Teens 13 or older,3767,3717
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",Unknown,OVA,6,"Apr 24, 2002 to Jan 8, 2003",Completed,Unknown,Unknown,Geneon Entertainment USA,Gonzo,Game,PG-13 - Teens 13 or older,4489,5026
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",Saiyuki,TV,50,"Apr 4, 2000 to Mar 27, 2001",Completed,Spring 2000,"TV Tokyo, Dentsu, Group TAC",ADV Films,Studio Pierrot,Manga,R - 17+ (violence & profanity),1315,2359
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Reload,TV,25,"Oct 2, 2003 to Mar 25, 2004",Completed,Fall 2003,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,PG-13 - Teens 13 or older,1858,3071
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Gunlock,TV,26,"Apr 2, 2004 to Sep 24, 2004",Completed,Spring 2004,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,PG-13 - Teens 13 or older,1840,3724
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Getbackers,TV,49,"Oct 5, 2002 to Sep 20, 2003",Completed,Fall 2002,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,PG-13 - Teens 13 or older,1249,1339
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,TV,12,"Jul 12, 2003 to Sep 27, 2003",Completed,Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,R+ - Mild Nudity,7303,1333
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,TV,13,"Oct 9, 2003 to Feb 19, 2004",Completed,Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,R - 17+ (violence & profanity),1821,920
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,TV,75,"Oct 10, 2001 to Mar 26, 2003",Completed,Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,PG-13 - Teens 13 or older,400,1287
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,TV,62,"Oct 16, 1999 to Mar 31, 2001",Completed,Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,PG-13 - Teens 13 or older,143,319
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",Unknown,OVA,8,"Jan 17, 2002 to Apr 17, 2002",Completed,Unknown,Unknown,Unknown,Nippon Animation,Manga,PG-13 - Teens 13 or older,205,1375
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,OVA,8,"Feb 5, 2003 to Apr 16, 2003",Completed,Unknown,Unknown,Unknown,Nippon Animation,Manga,PG-13 - Teens 13 or older,299,1244
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,OVA,14,"Mar 3, 2004 to Aug 18, 2004",Completed,Unknown,Unknown,Unknown,Nippon Animation,Manga,PG-13 - Teens 13 or older,230,1288
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",Jinki:Extend,TV,12,"Jan 6, 2005 to Mar 24, 2005",Completed,Winter 2005,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,R - 17+ (violence & profanity),7618,4923
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",Unknown,TV,44,"Feb 13, 1999 to Jan 29, 2000",Completed,Winter 1999,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,1746,2363
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",Destiny of the Shrine Maiden,TV,12,"Oct 2, 2004 to Dec 18, 2004",Completed,Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,PG-13 - Teens 13 or older,4169,2000
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",Unknown,TV,13,"Jan 31, 2002 to Mar 28, 2002",Completed,Winter 2002,"Movic, Fuji TV, Fujipacific Music",Funimation,Toei Animation,Visual novel,G - All Ages,3174,2105
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",His and Her Circumstances,TV,26,"Oct 2, 1998 to Mar 26, 1999",Completed,Fall 1998,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,PG-13 - Teens 13 or older,1254,875
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",This Ugly Yet Beautiful World,TV,12,"Apr 2, 2004 to Jun 18, 2004",Completed,Spring 2004,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,R+ - Mild Nudity,4625,2145
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",Rumbling Hearts,TV,14,"Oct 5, 2003 to Jan 4, 2004",Completed,Fall 2003,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,R+ - Mild Nudity,2604,1187
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",Diamond Daydreams,TV,12,"Jan 20, 2004 to Apr 5, 2004",Completed,Winter 2004,Unknown,ADV Films,Studio Deen,Visual novel,PG-13 - Teens 13 or older,5305,5411
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",Loveless,TV,12,"Apr 7, 2005 to Jun 30, 2005",Completed,Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,PG-13 - Teens 13 or older,4203,1215
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,TV,50,"Oct 8, 2005 to Sep 23, 2006",Completed,Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,R - 17+ (violence & profanity),1116,431
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",Unknown,OVA,3,"Jul 24, 2004 to Sep 25, 2004",Completed,Unknown,Toei Video,Unknown,"Gainax, Toei Animation",Manga,R+ - Mild Nudity,3130,3430
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",Unknown,TV,24,"Oct 7, 2005 to Mar 31, 2006",Completed,Fall 2005,"AIC, TV Asahi, Sotsu Music Publishing",Funimation,Gonzo,Original,R - 17+ (violence & profanity),2447,3233
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",The Twelve Kingdoms,TV,45,"Apr 9, 2002 to Aug 30, 2003",Completed,Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,PG-13 - Teens 13 or older,464,1266
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,TV,64,"Jul 4, 2001 to Sep 25, 2002",Completed,Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,PG-13 - Teens 13 or older,853,477
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",X - The Movie,Movie,1,3-Aug-96,Incomplete,Unknown,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,R - 17+ (violence & profanity),5420,2904
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X,TV,24,"Oct 3, 2001 to Mar 27, 2002",Completed,Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,R+ - Mild Nudity,1804,1818
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,TV,26,"Jan 6, 2005 to Jun 30, 2005",Completed,Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,PG-13 - Teens 13 or older,3708,1208
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,TV,13,"Jan 8, 2004 to Apr 1, 2004",Completed,Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,PG-13 - Teens 13 or older,2178,2170
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,TV,24,"Apr 7, 2004 to Sep 22, 2004",Completed,Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,PG-13 - Teens 13 or older,6657,3975
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",TV,13,"Oct 14, 1999 to Jan 20, 2000",Completed,Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,R - 17+ (violence & profanity),1140,1309
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",Peace Maker Kurogane,TV,24,"Oct 8, 2003 to Mar 24, 2004",Completed,Fall 2003,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,R - 17+ (violence & profanity),2186,2251
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,TV,26,"Apr 7, 2002 to Sep 29, 2002",Completed,Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,G - All Ages,3863,3626
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",Unknown,TV,26,"Apr 3, 1999 to Sep 25, 1999",Completed,Spring 1999,Avex Entertainment,ADV Films,Studio Pierrot,Game,PG - Children,6015,5874
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Princess Mononoke,Movie,1,12-Jul-97,Incomplete,Unknown,"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,Original,PG-13 - Teens 13 or older,40,91
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,TV,26,"Jan 21, 2002 to Sep 11, 2002",Completed,Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,PG-13 - Teens 13 or older,1820,1395
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,TV,26,"Jun 12, 2004 to Dec 25, 2004",Completed,Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,PG-13 - Teens 13 or older,1646,1295
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,TV,24,"Apr 8, 2003 to Oct 7, 2003",Completed,Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,PG-13 - Teens 13 or older,1861,1637
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,TV,26,"Jul 4, 2001 to Dec 26, 2001",Completed,Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,PG-13 - Teens 13 or older,1969,1787
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,TV,12,"Oct 10, 2003 to Dec 26, 2003",Completed,Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,R - 17+ (violence & profanity),3970,1086
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,TV,101,"Oct 16, 1993 to Mar 23, 1996",Completed,Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,PG-13 - Teens 13 or older,92,728
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",Unknown,TV,13,"Jul 11, 2000 to Sep 26, 2000",Completed,Summer 2000,Unknown,Urban Vision,Hal Film Maker,Original,PG - Children,6634,7014
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",Unknown,TV,25,"Oct 6, 2004 to Mar 30, 2005",Completed,Fall 2004,"Studio Izena, MediaNet",Manga Entertainment,Studio Deen,Manga,PG-13 - Teens 13 or older,2668,2670
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,TV,24,"Apr 2, 2004 to Sep 17, 2004",Completed,Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,R - 17+ (violence & profanity),3911,934
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,TV,26,"Apr 2, 2002 to Sep 24, 2002",Completed,Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,PG-13 - Teens 13 or older,5230,3254
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",Unknown,OVA,4,"Jul 24, 2003 to Dec 26, 2003",Completed,Unknown,Discovery,Unknown,Seven Arcs,Visual novel,PG-13 - Teens 13 or older,7381,5991
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,TV,26,"Apr 9, 2005 to Oct 15, 2005",Completed,Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,PG-13 - Teens 13 or older,1437,759
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,TV,26,"May 20, 2003 to Nov 11, 2003",Completed,Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,G - All Ages,2871,3103
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",Unknown,OVA,1,6-Aug-02,Incomplete,Unknown,Unknown,Unknown,Production Reed,Unknown,G - All Ages,4978,6509
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,TV,13,"Oct 3, 2000 to Dec 19, 2000",Completed,Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,PG-13 - Teens 13 or older,2723,1771
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Unknown,TV,13,"Oct 5, 2001 to Jan 18, 2002",Completed,Fall 2001,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,PG-13 - Teens 13 or older,1850,2326
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,TV,26,"Apr 2, 1996 to Sep 24, 1996",Completed,Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,PG-13 - Teens 13 or older,1037,1157
183,Whistle!,7.39,"School, Shounen, Sports",Unknown,TV,39,"May 6, 2002 to Feb 3, 2003",Completed,Spring 2002,Marvelous,Unknown,Studio Comet,Manga,G - All Ages,1939,4545
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",Unknown,TV,12,"Jan 6, 2005 to Mar 24, 2005",Completed,Winter 2005,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,PG-13 - Teens 13 or older,6577,3838
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,TV,26,"Apr 19, 1998 to Dec 6, 1998",Completed,Spring 1998,"OB Planning, Fuji TV","Funimation, Tokyopop","Gallop, Studio Comet",Manga,PG-13 - Teens 13 or older,231,638
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,TV,13,"Oct 15, 1999 to Jan 21, 2000",Completed,Fall 1999,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,PG-13 - Teens 13 or older,391,1095
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Unknown,Movie,1,13-Jan-01,Incomplete,Unknown,OB Planning,Funimation,Studio Deen,Manga,PG-13 - Teens 13 or older,689,1270
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,TV,24,"Apr 19, 2000 to Sep 27, 2000",Completed,Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,PG-13 - Teens 13 or older,3037,645
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,OVA,3,"Jan 26, 2002 to Mar 27, 2002",Completed,Unknown,"Starchild Records, Audio Tanaka","Bandai Entertainment, Discotek Media",Xebec,Manga,PG-13 - Teens 13 or older,2581,1715
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Love Hina Christmas Movie,Special,1,25-Dec-00,Incomplete,Unknown,Yomiko Advertising,Bandai Entertainment,Xebec,Manga,PG-13 - Teens 13 or older,2174,2177
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Love Hina Spring Movie,Special,1,2-Apr-01,Incomplete,Unknown,Yomiko Advertising,Bandai Entertainment,Xebec,Unknown,PG-13 - Teens 13 or older,2731,2307
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,TV,24,"Oct 14, 2003 to Apr 6, 2004",Completed,Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,R+ - Mild Nudity,4444,1583
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,OVA,5,"Dec 21, 2002 to Oct 20, 2004",Completed,Unknown,Bandai Visual,Unknown,Satelight,Original,R+ - Mild Nudity,1438,2809
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,TV,12,"Jan 10, 2002 to Mar 28, 2002",Completed,Winter 2002,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,PG-13 - Teens 13 or older,2877,1008
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,TV,12,"Jul 15, 2003 to Oct 14, 2003",Completed,Summer 2003,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,PG-13 - Teens 13 or older,4123,1699
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",Unknown,TV,24,"Apr 3, 2002 to Dec 22, 2002",Completed,Spring 2002,m.o.e.,Unknown,"Madhouse, Imagin",Manga,R+ - Mild Nudity,5608,3495
198,Speed Grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,TV,24,"Apr 8, 2005 to Sep 30, 2005",Completed,Spring 2005,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,R+ - Mild Nudity,2105,1458
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Spirited Away,Movie,1,20-Jul-01,Incomplete,Unknown,Toho,"Walt Disney Studios, GKIDS",Studio Ghibli,Original,PG - Children,23,41
